index,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
9305,ash_kaashh11,👼🏼 Ig: https://t.co/jL2sKGpMW8 👻: LuvNukkiBaby 💅🏼: @heavensentnails_,"Chicago, IL",179,298,53,2,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖

Dm “how “ for payment..💰💰💰💰",[]
9306,Katkatpower,,,781,604,15856,10983,"PAY ATTENTION—There is one crisis we all needs to pay attention to—and that is the unprecedented Brazil 🇧🇷 surge of the #P1 variant, overloaded hospitals, &amp; sharp mortality spike. If more contagious #P1 out of control worldwide, we are all endangered. 🧵

#SOSBrazil #COVID19 https://t.co/GYSRobnUFk",['P1']
9307,conchi_gonzalez,"Born in Puerto Rico , USA , lawyer, love to cook, musicals, theater, books, Justice and Peace are my passions.","Aguadilla, Puerto Rico",1354,1306,308442,0,New show 3PM as anchor @Acosta ! Today #DrFauci ! #USA #coronavirus #COVID19 https://t.co/hpI1rXK8yZ,"['DrFauci', 'USA', 'coronavirus', 'COVID19']"
9308,bitsofsunrise,I’m a kind person but I can’t promise nice. #blm #mmiwg,Canada,376,61,648,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9309,JamaicaObserver,Jamaica's Number 1 Daily Newspaper: Every Day Matters,"Kingston, Jamaica",312,259835,202952,3,"The UK medical regulator today that out of 30 people who suffered blood clots after receiving the Oxford-AstraZeneca vaccine, seven have died. #COVID19
https://t.co/U0Epnphsgf",['COVID19']
9310,lajnamalmo,Love for all hatred for none,"Malmö, Sverige",1029,915,14112,14,"""Let's take this next step safely"".

As we begin to come out of lockdown, two households or a group of up to six people can now meet outdoors.

When meeting friends, you are much safer outdoors as fresh air blows away #COVID19 particles.

More info:
▶️ https://t.co/VdU3Lzu28T https://t.co/vhkPwnRMCe",[]
9311,teamdiabetes11,,,365,182,722,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9312,nogracias_eu,"Organización Civil Internacional por la transparencia, la integridad y la equidad en las políticas d salud, la asistencia sanitaria y la investigación biomédica","España, Argentina y Uruguay",308,8477,6984,3,"AZ Covid19 vaccines suspected serious adverse events, follow-up by NoGracias. 
""We do not yet know whether there are risk factors, not whether causality can be attributed to the AZ vaccine, but it seems prudent to avoid it in young and middle-aged adults""
https://t.co/dmnENOzrkP",[]
9313,gwenhowegebers,,,395,304,3506,6,Wood County has had 16 COVID hospitalizations in the past three weeks. 5 of them are in the 10-19 age group. #bowlinggreen #ohio #COVID19,['bowlinggreen']
9314,PradeepkumarPM,India first.  Nationalist from heart(not the modern day fake one).   Strongly believe in Indian National Congress Party and its ideology,,4992,1187,2404,479,Salutations to @CMOMaharashtra for the straight talk and absolute transparency during his address to the people of #Maharashtra with regards to the current situation on #COVID19 &amp; plans to overcome the sharp rise in numbers-possible lockdown included. 🙏🙏🙏,[]
9315,joelise23,,,61,149,19409,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9316,rikkesiersbaek,"PhD Scholar SPHeRE Programme - @TCDhpm Trinity College Dublin. Interested in inclusion health, healthcare access and realist approaches. All views my own.","Dublin City, Ireland",1267,585,1717,0,Important outcomes of the big natural Housing First 'experiment' that's been one of the few good side effects of #COVID19 ⬇️⬇️⬇️ https://t.co/Pg3nKfmNKf,['COVID19']
9317,AlisaPenninger,"I believe we are all born winners. Proud mother and grandmother of two legged and four legged babies. United we stand, divided we fall! 🇺🇸🗽","Currie, North Carolina USA",873,228,9659,9,"@62WalterP I’m so disgusted and sick of GA right now‼️ 

I’m sick of the “I’m not wearing a 😷 “ when Cobb County has gone up in #COVID19 100% in the last 2 weeks‼️

And I’m FURIOUS that the POS #KempIsRACIST GOV signed #VoterSuppression into law‼️

But we will fight for
#votersrights",[]
9318,NishitShah11,Photography Lover...,India,1948,338,7325,1,"Private hospitals almost full in major cities of #Gujarat .
.@tv9gujarati
#GujaratCoronaUpdate #COVID19 https://t.co/AyPRIJ0JZH","['Gujarat', 'GujaratCoronaUpdate', 'COVID19']"
9319,nangokujin,"旅好きです。出張は欧米が中心ですが、旅行先はビーチ(タヒチ, モルディブ, ニューカレドニア)と港町(ドバイ, 香港, シンガポール)が特に好きです。ホテル・空港・海外でのリモートワークが楽しい。アーリーリタイアしたい。JAL-DIA, ANA-PLT, MARRIOTT-TITAN",,203,256,3548,17,The first Palau -Taiwan travel bubble kicked  off last night with 100 tourists descending at the  airport. It’s been awhile since I’ve seen this much tourists in a year . #travelbubble  #covid19 #Tourism https://t.co/JxL45GyG1N,[]
9320,harshathak5,only for thala,,1,1,1004,11,"Covid19 is only in  university?? What about rest of the country?? And why government is not stopping elections??

#delhiuniversity #ModiSarkar #coronavirus 

#AdvanceHBDTHALAAjith",[]
9321,yaaradocrat,"She/Her
Primary-Junior Teacher
Q.U. M.Ed candidate, EGSS President, Faculty Assistant, Research Assistant, Teaching Assistant","Toronto, Ontario",994,506,1196,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9322,PLinSingapore,Official Twitter account of the Embassy of the Republic of Poland in Singapore,Singapore,324,1290,3651,2,"Holy Sat with MP dr Lim Wee Kiak,🇵🇱🇸🇬 Friendship Group Chair, distributing 10K 🥚🥚donated by Polish business as token of #Solidarity, symbolic gesture of support to F&amp;B, residents in #Singapore during COVID19 time.
Sharing 🥚at Easter table is an old tradition in #Poland 🐣 https://t.co/XpV6gt4VZS",[]
9323,Proletariat_J,"Christian, Progressive, writer. Comms ninja, gastronome blogger, prop. manager & native Chicagoan. Interests: Social justice, politics, Green policy. #BLM✊🏿",Chicago,396,198,5771,3,@AnnieGabstonH @mtgreenee Can't wait til she gets Covid19. But wait- she probably got vaccinated in Congress. In secret.,[]
9324,cringyhooman,Get ur vibing lights on🤪,,16,5,320,344,#novoteforPTI  we studied all year like this .How would you consider that we are capable to do a neat and clean paper .😑#cancelboardexams2021 #cancelboardexams2021 #cancelboardexams2021 #novoteforPTI #COVID19 #novoteforPTI #novoteforPTI https://t.co/dhwA7zvYhp,['novoteforPTI']
9325,WesElyMD,"Husband & Dad 1st. ICU Doc at Vanderbilt & VA. Our CIBS Center studies COVID19 & #LongCovid pts, Delirium, Dementia, PTSD. Finding Truth. Tweets my own.","Nashville, TN",103,7614,4384,4,"Excess Death in #COVID19: JAMA
 
#COVID Deaths were 72.4% of US excess deaths. In 2020 we had 23% ⬆️ all-cause mortality vs. 2.5% in 2014-19. Non-Hispanic Blacks reflect disparity we must address. 
Fig = 4 surge regions &amp; dates.
 
https://t.co/8tCvVNuRon
 
#MedTwitter #Pandemic https://t.co/LkQTyFl4aS","['COVID19', 'COVID', 'MedTwitter', 'Pandemic']"
9326,KnowledgeTechn2,The Department of Knowledge Technologies  (E8) at the Jozef Stefan Institute #E8 #KT #IJS #data #science #KnowledgeTechnologies #ML,Republic of Slovenia,277,88,163,2,"""Scientists are questioning the reliability of algorithms used to trawl through patients’ health records and flag those who should be asked to shield and prioritised for vaccination,"" in @guardian. 
#algorithm #vaccine #covid19
https://t.co/jxHEDQ6MBs",[]
9327,luisensap,Antifascista,"Huacho, Peru",2822,398,7799,3970,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
9328,tomphillipsin,Latin America correspondent for the @guardian Rio de Janeiro 🇧🇷 via 🇬🇧🇨🇳& 🇲🇽 tom.phillips@theguardian.com,"Rio de Janeiro, Brazil",7223,72000,31270,1,"“I lost most of my family and yet I couldn’t cry until my mother died and the nightmare was over. That was the moment I was finally able to grasp everything that had happened.”

A Mexican tragedy of the Covid19

By @tomphillipsin &amp; me
 https://t.co/Tg1bSRCiP4",[]
9329,SANATANSENA5,"Supporter, propagator and defender of Sanatana Dharma. Retweets are not endorsement.",,2009,1315,35388,2310,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
9330,creativejerry1,"Publisher Educarenews/
Chief Consultant. Excellent Point Edu Consult","Lagos, Nigeria",1374,192,10107,175,"So cute
So patriotic
So courageous
So #HarassBuhariOutOfLondon

If this 5 year old can do it, you can too! Join us: Abuja House, 2 Campden Hill, Kensington W8 7AD. Tube Station: High Street Kensington. Observe #COVID19 protocols. Limit yourself to socially distanced groups of 6. https://t.co/FJHaAwxEko",['HarassBuhariOutOfLondon']
9331,Tshepo_SS,"Still all about football, but I'm discovering parts of myself that I had neglected. I reserve the right to follow, engage and share with people who I choose too",West Rand ,5002,2144,47192,4,"I don't think anyone would want to to Tanzania and face Simba at the moment, I don't even wanna talk about their off field behaviour towards Covid19 test",[]
9332,wajihabee,,Toronto,435,139,3597,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9333,pkoschel,,"Wolfenbüttel, Germany",1378,516,18496,117,VIDEO: Thousands turn out in #Copenhagen tonight to oppose any threat by the Danish state to impose compulsory vaccination. https://t.co/Ac8m45r6Z9 #Denmark 🇩🇰 #EU 🇪🇺 #SCAMDEMIC2020 #GreatReset #BillGates 🇨🇳 #COVID19 #ChinaVirus #JoeBiden 🇨🇳 #SocialismoEsMiseria,['Copenhagen']
9334,cliffboldt,"Active senior, cultural Mennonite, active in community, maintaining physical fitness.  Now living in Fernwood, Victoria.","Victoria,  BC",386,197,9830,45,"""some"" people on social media seem to be unaware of the difference in travel rules right now. Travel for ""work"" (like, say, a Helijet ride for business) is considered essential. Travel for ""pleasure"" is not. There is a huge difference. #COVID19",[]
9335,Successful_Morg,God bless the helping hand 🙏🏼,"San Francisco, CA",537,276,670,2,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖

Dm “how “ for payment..💰💰💰💰",[]
9336,MeredithHefler,"Frequent runner, food enthusiast, science nerd, yoga lover.",,173,15,2067,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9337,felipedejara,,,5002,982,12956,3970,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
9338,ITulasi85,..... Loading,,13,1,11,61,"In a highest so far, India administers over 36 lakh COVID19 vaccines in a day.

Cumulative number of vaccine doses administered in the country has crossed a whopping 7.3 crore including over 6.3 crore first doses &amp; nearly 1 crore second doses. https://t.co/F0d8M5HVze",[]
9339,NJ_Lindquist,Adoptee. Teacher. Homeschooler. Christ-follower. Award-winning author and blogger. Married 48 years. Breast cancer survivor. She/her. #BlackLivesMatter 🇨🇦,Canada,440,884,66626,275,"Government: “We’re committed to keeping people safe during #COVID19.”

Government:

          👨🏻
     👨🏻👨🏻👩🏼
  👨🏻👨🏻👩🏼👨🏻

People most affected by the virus:

👩🏿 👨🏾👨🏻‍🦳👩🏾‍🦽👵🏾
👳🏾‍♀️ 👵🏻🧕🏾🧔🏿👳🏾‍♂️",['COVID19']
9340,Hunnain_,"“𝐏𝐑𝐎𝐔𝐃 𝐓𝐎 𝐁𝐄 𝐀 𝐌𝐔𝐒𝐋𝐈𝐌!🕋🇸🇦” ⚔️ I Don't Carry The Burden Of The Past Or The Madness Of The Future, I Live in The Present. ~ @NarendraModi","Ahmedabad, Gujarat 🇮🇳",124,769,15253,12,"MoS, Home, Govt of Gujarat, Pradipsinh Jadeja hospitalized after tested positive for Covid19 with common symptoms.",[]
9341,mamaturcs,,,873,68,5713,81,"Good news on the Pfizer vaccine front!
The new data shows it is 91% effective 6 months later against getting #Covid19 and 100% against serious symptoms.  It also kicks variant butt too.
We are all hoping data on the other vaccines is as promising!
#Science https://t.co/EZpk5tUdlp",['Covid19']
9342,Jethusi71456722,Samaajik Seva,,192,1,19,6,"Coronavirus LIVE Updates: Gujarat Home Minister Pradipsinh Jadeja tests positive for Covid-19.
Read More: https://t.co/sTYr0PtDpM
#COVID19 #PradipsinhJadeja #Gujarat #coronavirus https://t.co/HWEfloihww",[]
9343,gregdunaway,Tried to help a guy buy a hockey team. Tried to help a guy win a Presidential election. Tried to sell a couple TV shows. I fail a lot.,"Scottsdale, AZ",392,620,8627,115,"PLEASE SHARE: There are still #COVID19 appointments available for next week at state sites in the Valley, #Tucson and #Yuma. You can register at https://t.co/o23yzPvFaa or by calling 844.542.8201 between 8 a.m. and 5 p.m. https://t.co/Hw36zCphVP","['COVID19', 'Tucson', 'Yuma']"
9344,George17868851,An American who cares about our democracy . Independent . Water is life .,"Massachusetts, USA",506,210,27369,0,"Covid19 variants are spreading the disease like wildfire . Case numbers are up drastically all over the country . Why would any state government relax restrictions now ? That’s insanity .  Here in Massachusetts , it’s more dangerous by the hour . Governor Baker , wake up !",[]
9345,MARIANOAOV,,,174,80,5017,3970,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
